822.8256486,454.3874891,17.48549323
816.7764484,456.8201564,17.87234043
803.4682081,461.6854909,17.48549323
781.4222342,471.2423979,19.72920696
770.3992472,475.5864466,21.9729207
763.0057803,478.5403997,24.60348162
759.2418336,480.2780191,27.54352031
751.31066,483.753258,30.48355899
739.3466864,488.6185925,34.58413926
731.2810862,491.9200695,37.60154739
727.2482861,493.8314509,40.15473888
719.1826858,497.6542137,43.86847195
710.982659,501.3032146,48.35589942
706.8154322,503.214596,50.98646035
702.7826321,504.7784535,53.53965184
698.6154053,506.6898349,57.64023211
690.8186584,510.3388358,61.04448743
686.920285,512.2502172,65.45454545
683.0219115,514.1615986,68.85880077
674.5530313,517.4630756,71.41199226
662.3202043,521.9808862,75.89941973
654.1201774,525.803649,80.3868472
650.0873773,527.7150304,83.32688588
641.8873505,531.0165074,87.42746615
633.6873236,533.9704605,91.14119923
629.5200968,535.534318,93.77176015
621.0512166,538.4882711,98.95551257
612.8511897,541.789748,102.2823985
604.5167361,544.7437011,106.3829787
595.9134292,547.3501303,110.483559
591.8806291,548.7402259,112.7272727
583.2773222,550.9991312,116.0541586
579.1100954,552.3892268,118.6847195
574.9428687,553.9530843,120.8510638
570.6412152,555.3431798,123.4816248
566.4739884,556.9070374,126.4990329
562.3067617,558.2971329,126.1121857
553.7034548,560.9035621,130.9090909
549.536228,561.9461338,133.926499
536.7656943,565.2476108,136.1702128
532.3296142,566.2901825,139.8839458
523.860734,569.2441355,142.0502901
515.3918537,571.8505647,146.1508704
507.3262535,575.6733275,148.3945841
499.39508,580.1911381,153.5783366
495.6311332,582.4500434,156.5957447
488.1032397,588.0104257,160.3094778
484.3392929,590.269331,163.2495164
476.6769727,595.3084275,167.3500967
472.9130259,597.5673328,170.754352
465.3851324,602.6064292,175.1644101
461.6211856,605.2128584,177.794971
458.1260922,607.9930495,180.7350097
451.0014787,613.7271937,185.6092843
444.0112918,619.9826238,190.0193424
437.021105,625.716768,193.8104449
430.0309181,631.1033884,198.9941973
423.175158,637.3588184,203.0947776
419.9489179,640.4865334,206.0348162
416.7226778,643.6142485,208.27853
410.0013443,649.8696785,213.8491296
403.0111574,655.6038228,217.5628627
399.6504907,658.7315378,220.1934236
393.1980105,664.8132059,224.6034816
389.9717704,668.4622068,227.2340426
383.5192902,675.0651607,230.9477756
380.1586235,678.1928758,233.9651838
373.5717166,683.92702,237.6789168
370.0766232,687.054735,240.2321083
366.5815298,689.6611642,242.8626692
363.220863,692.4413553,248.4332689
359.8601963,695.5690704,250.6769826
352.8700094,701.6507385,254.0038685
346.1486759,707.9061685,256.2475822
342.6535825,711.0338836,258.8781431
335.6633956,716.7680278,260.3481625
332.1683022,719.8957428,262.9787234
328.6732088,723.0234579,268.1624758
321.4141686,728.4100782,271.1025145
317.9190751,731.5377932,273.7330754
310.7944616,737.4456994,278.2205029
307.4337949,740.5734144,278.2205029
303.9387014,743.7011295,282.6305609
297.2173679,749.7827976,286.344294
293.9911278,752.9105126,290.0580271
287.1353677,759.1659427,295.3191489
280.4140341,764.9000869,298.6460348
276.9189407,768.0278019,298.6460348
273.558274,771.1555169,301.2765957
263.341847,780.538662,305.6866538
259.9811803,784.013901,308.3172147
256.6205135,787.141616,308.3172147
253.2598468,789.7480452,313.5009671
246.2696599,795.6559513,317.2147002
239.279473,801.7376195,320.6189555
229.3318994,811.1207646,322.4758221
226.1056594,814.5960035,326.4990329
219.7876059,821.1989574,329.9032882
213.0662723,827.4543875,333.2301741
209.8400323,830.5821025,333.2301741
206.4793655,833.7098175,337.3307544
199.758032,839.0964379,342.1276596
189.6760317,848.305821,346.615087
186.4497916,851.4335361,346.615087
183.2235516,854.5612511,350.7156673
176.7710714,860.2953953,356.2862669
173.5448313,863.4231103,356.2862669
170.3185912,866.5508254,358.9168279
166.9579245,869.6785404,358.5299807
153.5152574,880.799305,361.0831721
143.8365372,890.5299739,362.2437137
137.9217637,897.4804518,361.4700193
117.3544831,915.3779322,360
100.8200027,932.9278888,363.0174081
95.03965587,941.6159861,365.5705996
89.12488238,950.3040834,363.7137331
78.90845544,960.3822763,366.344294
58.47560156,979.1485665,371.9148936
55.38378814,982.9713293,371.9148936
49.06573464,990.443093,373.384913
42.4788278,995.4821894,376.4023211
38.71488103,997.2198089,378.9555126
35.08536094,998.7836664,382.6692456
27.5574674,1000,383.8297872
16.66890711,997.3935708,387.9303675
10.61970695,993.0495222,391.9535783
7.931173545,989.9218071,394.9709865
5.37706681,986.7940921,398.2978723
3.360666756,982.6238054,400.9284333
1.881973384,978.6272806,400.9284333
0.13442667,969.9391833,402.7852998
0,961.251086,406.1121857
0.940986692,956.5595135,409.1295938
5.10821347,943.5273675,415.0096712
14.51808039,933.7966985,417.6402321
18.14760048,931.5377932,416.8665377
25.80992069,927.3675065,419.1102515
29.57386746,924.9348393,423.9845261
33.60666756,923.0234579,428.0851064
41.40341444,919.374457,428.7814313
60.62642828,910.3388358,431.4119923
64.12152171,908.0799305,435.5125725
67.48218847,906.1685491,439.2263056
70.84285522,903.9096438,441.8568665
74.20352198,901.6507385,445.5705996
77.56418874,898.8705474,445.5705996
93.69538917,885.8384014,447.7369439
100.685576,881.8418766,453.384913
